data,Tipo de leito,Tipo de agravo,Número de leitos infantil ativos,Número de leitos infantil ocupados,Taxa de ocupação (%) de leitos infantil,Média móvel do número de crianças internadas,Média móvel do número de leitos para crianças ativos
2022-04-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),221.0,208.0,94.12,171.9,184.1
2022-04-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),73.0,62.0,84.93,172.3,184.9
2022-04-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),67.0,66.0,98.51,152.7,165.3
2022-04-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),289.0,266.0,92.04,160.9,174.0
2022-04-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),267.0,254.0,95.13,188.1,201.1
2022-04-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),282.0,266.0,94.33,191.9,204.9
2022-04-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),311.0,277.0,89.07,199.9,215.7
2022-04-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),312.0,275.0,88.14,209.4,228.7
2022-04-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),93.0,73.0,78.49,211.0,231.6
2022-04-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),79.0,78.0,98.73,212.7,233.3
2022-04-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),288.0,274.0,95.14,213.9,233.1
2020-04-29,UTI,COVID-19 + SRAG (NÃO COVID-19),18.0,6.0,33.33,0.0,0.0
2020-04-30,UTI,COVID-19 + SRAG (NÃO COVID-19),117.0,37.0,31.62,0.0,0.0
2020-05-01,UTI,COVID-19 + SRAG (NÃO COVID-19),129.0,52.0,40.31,0.0,0.0
2020-05-02,UTI,COVID-19 + SRAG (NÃO COVID-19),118.0,61.0,51.69,0.0,0.0
2020-05-03,UTI,COVID-19 + SRAG (NÃO COVID-19),118.0,53.0,44.92,0.0,0.0
2020-05-04,UTI,COVID-19 + SRAG (NÃO COVID-19),129.0,57.0,44.19,0.0,0.0
2020-05-05,UTI,COVID-19 + SRAG (NÃO COVID-19),130.0,43.0,33.08,44.1,108.4
2020-05-06,UTI,COVID-19 + SRAG (NÃO COVID-19),34.0,16.0,47.06,45.6,110.7
2020-05-07,UTI,COVID-19 + SRAG (NÃO COVID-19),124.0,43.0,34.68,46.4,111.7
2020-05-08,UTI,COVID-19 + SRAG (NÃO COVID-19),132.0,57.0,43.18,47.1,112.1
2020-05-09,UTI,COVID-19 + SRAG (NÃO COVID-19),129.0,37.0,28.68,43.7,113.7
2020-05-10,UTI,COVID-19 + SRAG (NÃO COVID-19),18.0,12.0,66.67,37.9,99.4
2020-05-11,UTI,COVID-19 + SRAG (NÃO COVID-19),28.0,13.0,46.43,31.6,85.0
2020-05-12,UTI,COVID-19 + SRAG (NÃO COVID-19),37.0,15.0,40.54,27.6,71.7
2020-05-13,UTI,COVID-19 + SRAG (NÃO COVID-19),42.0,15.0,35.71,27.4,72.9
2020-05-14,UTI,COVID-19 + SRAG (NÃO COVID-19),43.0,16.0,37.21,23.6,61.3
2020-05-15,UTI,COVID-19 + SRAG (NÃO COVID-19),44.0,16.0,36.36,17.7,48.7
2020-05-16,UTI,COVID-19 + SRAG (NÃO COVID-19),39.0,15.0,38.46,14.6,35.9
2020-05-17,UTI,COVID-19 + SRAG (NÃO COVID-19),41.0,17.0,41.46,15.3,39.1
2020-05-18,UTI,COVID-19 + SRAG (NÃO COVID-19),41.0,17.0,41.46,15.9,41.0
2020-05-19,UTI,COVID-19 + SRAG (NÃO COVID-19),42.0,18.0,42.86,16.3,41.7
2020-05-20,UTI,COVID-19 + SRAG (NÃO COVID-19),44.0,22.0,50.0,17.3,42.0
2020-05-21,UTI,COVID-19 + SRAG (NÃO COVID-19),43.0,24.0,55.81,18.4,42.0
2020-05-22,UTI,COVID-19 + SRAG (NÃO COVID-19),42.0,23.0,54.76,19.4,41.7
2020-05-23,UTI,COVID-19 + SRAG (NÃO COVID-19),39.0,20.0,51.28,20.1,41.7
2020-05-24,UTI,COVID-19 + SRAG (NÃO COVID-19),40.0,14.0,35.0,19.7,41.6
2020-05-25,UTI,COVID-19 + SRAG (NÃO COVID-19),42.0,13.0,30.95,19.1,41.7
2020-05-26,UTI,COVID-19 + SRAG (NÃO COVID-19),40.0,14.0,35.0,18.6,41.4
2020-05-27,UTI,COVID-19 + SRAG (NÃO COVID-19),41.0,15.0,36.59,17.6,41.0
2020-05-28,UTI,COVID-19 + SRAG (NÃO COVID-19),42.0,16.0,38.1,16.4,40.9
2020-05-29,UTI,COVID-19 + SRAG (NÃO COVID-19),41.0,15.0,36.59,15.3,40.7
2020-05-30,UTI,COVID-19 + SRAG (NÃO COVID-19),40.0,14.0,35.0,14.4,40.9
2020-05-31,UTI,COVID-19 + SRAG (NÃO COVID-19),44.0,19.0,43.18,15.1,41.4
2020-06-01,UTI,COVID-19 + SRAG (NÃO COVID-19),40.0,17.0,42.5,15.7,41.1
2020-06-02,UTI,COVID-19 + SRAG (NÃO COVID-19),42.0,18.0,42.86,16.3,41.4
2020-06-03,UTI,COVID-19 + SRAG (NÃO COVID-19),41.0,16.0,39.02,16.4,41.4
2020-06-04,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,12.0,33.33,15.9,40.6
2020-06-05,UTI,COVID-19 + SRAG (NÃO COVID-19),43.0,21.0,48.84,16.7,40.9
2020-06-06,UTI,COVID-19 + SRAG (NÃO COVID-19),49.0,26.0,53.06,18.4,42.1
2020-06-07,UTI,COVID-19 + SRAG (NÃO COVID-19),54.0,32.0,59.26,20.3,43.6
2020-06-08,UTI,COVID-19 + SRAG (NÃO COVID-19),55.0,31.0,56.36,22.3,45.7
2020-06-09,UTI,COVID-19 + SRAG (NÃO COVID-19),54.0,27.0,50.0,23.6,47.4
2020-06-10,UTI,COVID-19 + SRAG (NÃO COVID-19),51.0,26.0,50.98,25.0,48.9
2020-06-11,UTI,COVID-19 + SRAG (NÃO COVID-19),54.0,26.0,48.15,27.0,51.4
2020-06-12,UTI,COVID-19 + SRAG (NÃO COVID-19),53.0,26.0,49.06,27.7,52.9
2020-06-13,UTI,COVID-19 + SRAG (NÃO COVID-19),49.0,28.0,57.14,28.0,52.9
2020-06-14,UTI,COVID-19 + SRAG (NÃO COVID-19),48.0,28.0,58.33,27.4,52.0
2020-06-15,UTI,COVID-19 + SRAG (NÃO COVID-19),53.0,29.0,54.72,27.1,51.7
2020-06-16,UTI,COVID-19 + SRAG (NÃO COVID-19),49.0,23.0,46.94,26.6,51.0
2020-06-17,UTI,COVID-19 + SRAG (NÃO COVID-19),55.0,29.0,52.73,27.0,51.6
2020-06-18,UTI,COVID-19 + SRAG (NÃO COVID-19),55.0,26.0,47.27,27.0,51.7
2020-06-19,UTI,COVID-19 + SRAG (NÃO COVID-19),60.0,25.0,41.67,26.9,52.7
2020-06-20,UTI,COVID-19 + SRAG (NÃO COVID-19),50.0,25.0,50.0,26.4,52.9
2020-06-21,UTI,COVID-19 + SRAG (NÃO COVID-19),50.0,23.0,46.0,25.7,53.1
2020-06-22,UTI,COVID-19 + SRAG (NÃO COVID-19),50.0,24.0,48.0,25.0,52.7
2020-06-23,UTI,COVID-19 + SRAG (NÃO COVID-19),45.0,11.0,24.44,23.3,52.1
2020-06-24,UTI,COVID-19 + SRAG (NÃO COVID-19),51.0,22.0,43.14,22.3,51.6
2020-06-25,UTI,COVID-19 + SRAG (NÃO COVID-19),52.0,25.0,48.08,22.1,51.1
2020-06-26,UTI,COVID-19 + SRAG (NÃO COVID-19),54.0,24.0,44.44,22.0,50.3
2020-06-27,UTI,COVID-19 + SRAG (NÃO COVID-19),46.0,21.0,45.65,21.4,49.7
2020-06-28,UTI,COVID-19 + SRAG (NÃO COVID-19),46.0,17.0,36.96,20.6,49.1
2020-06-29,UTI,COVID-19 + SRAG (NÃO COVID-19),50.0,15.0,30.0,19.3,49.1
2020-06-30,UTI,COVID-19 + SRAG (NÃO COVID-19),55.0,22.0,40.0,20.9,50.6
2020-07-01,UTI,COVID-19 + SRAG (NÃO COVID-19),50.0,20.0,40.0,20.6,50.4
2020-07-02,UTI,COVID-19 + SRAG (NÃO COVID-19),46.0,20.0,43.48,19.9,49.6
2020-07-03,UTI,COVID-19 + SRAG (NÃO COVID-19),47.0,22.0,46.81,19.6,48.6
2020-07-04,UTI,COVID-19 + SRAG (NÃO COVID-19),47.0,23.0,48.94,19.9,48.7
2020-07-05,UTI,COVID-19 + SRAG (NÃO COVID-19),48.0,22.0,45.83,20.6,49.0
2020-07-06,UTI,COVID-19 + SRAG (NÃO COVID-19),51.0,22.0,43.14,21.6,49.1
2020-07-07,UTI,COVID-19 + SRAG (NÃO COVID-19),51.0,25.0,49.02,22.0,48.6
2020-07-08,UTI,COVID-19 + SRAG (NÃO COVID-19),41.0,14.0,34.15,21.1,47.3
2020-07-09,UTI,COVID-19 + SRAG (NÃO COVID-19),51.0,16.0,31.37,20.6,48.0
2020-07-10,UTI,COVID-19 + SRAG (NÃO COVID-19),51.0,16.0,31.37,19.7,48.6
2020-07-11,UTI,COVID-19 + SRAG (NÃO COVID-19),47.0,18.0,38.3,19.0,48.6
2020-07-12,UTI,COVID-19 + SRAG (NÃO COVID-19),37.0,16.0,43.24,18.1,47.0
2020-07-13,UTI,COVID-19 + SRAG (NÃO COVID-19),56.0,26.0,46.43,18.7,47.7
2020-07-14,UTI,COVID-19 + SRAG (NÃO COVID-19),52.0,25.0,48.08,18.7,47.9
2020-07-15,UTI,COVID-19 + SRAG (NÃO COVID-19),52.0,26.0,50.0,20.4,49.4
2020-07-16,UTI,COVID-19 + SRAG (NÃO COVID-19),51.0,26.0,50.98,21.9,49.4
2020-07-17,UTI,COVID-19 + SRAG (NÃO COVID-19),34.0,9.0,26.47,20.9,47.0
2020-07-18,UTI,COVID-19 + SRAG (NÃO COVID-19),47.0,21.0,44.68,21.3,47.0
2020-07-19,UTI,COVID-19 + SRAG (NÃO COVID-19),37.0,20.0,54.05,21.9,47.0
2020-07-20,UTI,COVID-19 + SRAG (NÃO COVID-19),41.0,23.0,56.1,21.4,44.9
2020-07-21,UTI,COVID-19 + SRAG (NÃO COVID-19),41.0,21.0,51.22,20.9,43.3
2020-07-22,UTI,COVID-19 + SRAG (NÃO COVID-19),45.0,22.0,48.89,20.3,42.3
2020-07-23,UTI,COVID-19 + SRAG (NÃO COVID-19),45.0,20.0,44.44,19.4,41.4
2020-07-24,UTI,COVID-19 + SRAG (NÃO COVID-19),41.0,20.0,48.78,21.0,42.4
2020-07-25,UTI,COVID-19 + SRAG (NÃO COVID-19),37.0,19.0,51.35,20.7,41.0
2020-07-26,UTI,COVID-19 + SRAG (NÃO COVID-19),37.0,18.0,48.65,20.4,41.0
2020-07-27,UTI,COVID-19 + SRAG (NÃO COVID-19),42.0,19.0,45.24,19.9,41.1
2020-07-28,UTI,COVID-19 + SRAG (NÃO COVID-19),42.0,21.0,50.0,19.9,41.3
2020-07-29,UTI,COVID-19 + SRAG (NÃO COVID-19),41.0,19.0,46.34,19.4,40.7
2020-07-30,UTI,COVID-19 + SRAG (NÃO COVID-19),41.0,19.0,46.34,19.3,40.1
2020-07-31,UTI,COVID-19 + SRAG (NÃO COVID-19),41.0,20.0,48.78,19.3,40.1
2020-08-01,UTI,COVID-19 + SRAG (NÃO COVID-19),37.0,17.0,45.95,19.0,40.1
2020-08-02,UTI,COVID-19 + SRAG (NÃO COVID-19),37.0,17.0,45.95,18.9,40.1
2020-08-03,UTI,COVID-19 + SRAG (NÃO COVID-19),37.0,17.0,45.95,18.6,39.4
2020-08-04,UTI,COVID-19 + SRAG (NÃO COVID-19),32.0,18.0,56.25,18.1,38.0
2020-08-05,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,20.0,55.56,18.3,37.3
2020-08-06,UTI,COVID-19 + SRAG (NÃO COVID-19),31.0,15.0,48.39,17.7,35.9
2020-08-07,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,20.0,55.56,17.7,35.1
2020-08-08,UTI,COVID-19 + SRAG (NÃO COVID-19),32.0,17.0,53.12,17.7,34.4
2020-08-09,UTI,COVID-19 + SRAG (NÃO COVID-19),32.0,17.0,53.12,17.7,33.7
2020-08-10,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,13.0,36.11,17.1,33.6
2020-08-11,UTI,COVID-19 + SRAG (NÃO COVID-19),33.0,10.0,30.3,16.0,33.7
2020-08-12,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,8.0,22.22,14.3,33.7
2020-08-13,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,9.0,25.0,13.4,34.4
2020-08-14,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,11.0,30.56,12.1,34.4
2020-08-15,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,14.0,38.89,11.7,35.0
2020-08-16,UTI,COVID-19 + SRAG (NÃO COVID-19),32.0,10.0,31.25,10.7,35.0
2020-08-17,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,9.0,25.0,10.1,35.0
2020-08-18,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,7.0,19.44,9.7,35.4
2020-08-19,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,9.0,25.0,9.9,35.4
2020-08-20,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,9.0,25.0,9.9,35.4
2020-08-21,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,8.0,22.22,9.4,35.4
2020-08-22,UTI,COVID-19 + SRAG (NÃO COVID-19),32.0,9.0,28.12,8.7,34.9
2020-08-23,UTI,COVID-19 + SRAG (NÃO COVID-19),32.0,10.0,31.25,8.7,34.9
2020-08-24,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,10.0,27.78,8.9,34.9
2020-08-25,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,9.0,25.0,9.1,34.9
2020-08-26,UTI,COVID-19 + SRAG (NÃO COVID-19),30.0,10.0,33.33,9.3,34.0
2020-08-27,UTI,COVID-19 + SRAG (NÃO COVID-19),33.0,7.0,21.21,9.0,33.6
2020-08-28,UTI,COVID-19 + SRAG (NÃO COVID-19),31.0,7.0,22.58,8.9,32.9
2020-08-29,UTI,COVID-19 + SRAG (NÃO COVID-19),27.0,8.0,29.63,8.7,32.1
2020-08-30,UTI,COVID-19 + SRAG (NÃO COVID-19),31.0,9.0,29.03,8.6,32.0
2020-08-31,UTI,COVID-19 + SRAG (NÃO COVID-19),31.0,9.0,29.03,8.4,31.3
2020-09-01,UTI,COVID-19 + SRAG (NÃO COVID-19),30.0,10.0,33.33,8.6,30.4
2020-09-02,UTI,COVID-19 + SRAG (NÃO COVID-19),30.0,7.0,23.33,8.1,30.4
2020-09-03,UTI,COVID-19 + SRAG (NÃO COVID-19),30.0,6.0,20.0,8.0,30.0
2020-09-04,UTI,COVID-19 + SRAG (NÃO COVID-19),29.0,7.0,24.14,8.0,29.7
2020-09-05,UTI,COVID-19 + SRAG (NÃO COVID-19),23.0,6.0,26.09,7.7,29.1
2020-09-06,UTI,COVID-19 + SRAG (NÃO COVID-19),23.0,5.0,21.74,7.1,28.0
2020-09-07,UTI,COVID-19 + SRAG (NÃO COVID-19),27.0,8.0,29.63,7.0,27.4
2020-09-08,UTI,COVID-19 + SRAG (NÃO COVID-19),30.0,7.0,23.33,6.6,27.4
2020-09-09,UTI,COVID-19 + SRAG (NÃO COVID-19),30.0,9.0,30.0,6.9,27.4
2020-09-10,UTI,COVID-19 + SRAG (NÃO COVID-19),30.0,10.0,33.33,7.4,27.4
2020-09-11,UTI,COVID-19 + SRAG (NÃO COVID-19),31.0,11.0,35.48,8.0,27.7
2020-09-12,UTI,COVID-19 + SRAG (NÃO COVID-19),24.0,8.0,33.33,8.3,27.9
2020-09-13,UTI,COVID-19 + SRAG (NÃO COVID-19),24.0,9.0,37.5,8.9,28.0
2020-09-14,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,9.0,36.0,9.0,27.7
2020-09-15,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,9.0,36.0,9.3,27.0
2020-09-16,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,9.0,36.0,9.3,26.3
2020-09-17,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,8.0,32.0,9.0,25.6
2020-09-18,UTI,COVID-19 + SRAG (NÃO COVID-19),12.0,8.0,66.67,8.6,22.9
2020-09-19,UTI,COVID-19 + SRAG (NÃO COVID-19),22.0,8.0,36.36,8.6,22.6
2020-09-20,UTI,COVID-19 + SRAG (NÃO COVID-19),18.0,7.0,38.89,8.3,21.7
2020-09-21,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,6.0,24.0,7.9,21.7
2020-09-22,UTI,COVID-19 + SRAG (NÃO COVID-19),21.0,7.0,33.33,7.6,21.1
2020-09-23,UTI,COVID-19 + SRAG (NÃO COVID-19),26.0,9.0,34.62,7.6,21.3
2020-09-24,UTI,COVID-19 + SRAG (NÃO COVID-19),29.0,7.0,24.14,7.4,21.9
2020-09-25,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,7.0,28.0,7.3,23.7
2020-09-26,UTI,COVID-19 + SRAG (NÃO COVID-19),22.0,8.0,36.36,7.3,23.7
2020-09-27,UTI,COVID-19 + SRAG (NÃO COVID-19),22.0,7.0,31.82,7.3,24.3
2020-09-28,UTI,COVID-19 + SRAG (NÃO COVID-19),28.0,10.0,35.71,7.9,24.7
2020-09-29,UTI,COVID-19 + SRAG (NÃO COVID-19),13.0,7.0,53.85,7.9,23.6
2020-09-30,UTI,COVID-19 + SRAG (NÃO COVID-19),27.0,7.0,25.93,7.6,23.7
2020-10-01,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,10.0,40.0,8.0,23.1
2020-10-02,UTI,COVID-19 + SRAG (NÃO COVID-19),27.0,8.0,29.63,8.1,23.4
2020-10-03,UTI,COVID-19 + SRAG (NÃO COVID-19),18.0,8.0,44.44,8.1,22.9
2020-10-04,UTI,COVID-19 + SRAG (NÃO COVID-19),27.0,12.0,44.44,8.9,23.6
2020-10-05,UTI,COVID-19 + SRAG (NÃO COVID-19),27.0,9.0,33.33,8.7,23.4
2020-10-06,UTI,COVID-19 + SRAG (NÃO COVID-19),27.0,7.0,25.93,8.7,25.4
2020-10-07,UTI,COVID-19 + SRAG (NÃO COVID-19),22.0,7.0,31.82,8.7,24.7
2020-10-08,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,7.0,28.0,8.3,24.7
2020-10-09,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,7.0,28.0,8.1,24.4
2020-10-10,UTI,COVID-19 + SRAG (NÃO COVID-19),22.0,8.0,36.36,8.1,25.0
2020-10-11,UTI,COVID-19 + SRAG (NÃO COVID-19),9.0,7.0,77.78,7.4,22.4
2020-10-12,UTI,COVID-19 + SRAG (NÃO COVID-19),18.0,8.0,44.44,7.3,21.1
2020-10-13,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,7.0,28.0,7.3,20.9
2020-10-14,UTI,COVID-19 + SRAG (NÃO COVID-19),16.0,8.0,50.0,7.4,20.0
2020-10-15,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,8.0,32.0,7.6,20.0
2020-10-16,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,7.0,28.0,7.6,20.0
2020-10-17,UTI,COVID-19 + SRAG (NÃO COVID-19),9.0,8.0,88.89,7.6,18.1
2020-10-18,UTI,COVID-19 + SRAG (NÃO COVID-19),22.0,8.0,36.36,7.7,20.0
2020-10-19,UTI,COVID-19 + SRAG (NÃO COVID-19),18.0,8.0,44.44,7.7,20.0
2020-10-20,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,9.0,36.0,8.0,20.0
2020-10-21,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,10.0,40.0,8.3,21.3
2020-10-22,UTI,COVID-19 + SRAG (NÃO COVID-19),16.0,9.0,56.25,8.4,20.0
2020-10-23,UTI,COVID-19 + SRAG (NÃO COVID-19),17.0,7.0,41.18,8.4,18.9
2020-10-24,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,8.0,32.0,8.4,21.1
2020-10-25,UTI,COVID-19 + SRAG (NÃO COVID-19),22.0,7.0,31.82,8.3,21.1
2020-10-26,UTI,COVID-19 + SRAG (NÃO COVID-19),24.0,7.0,29.17,8.1,22.0
2020-10-27,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,7.0,28.0,7.9,22.0
2020-10-28,UTI,COVID-19 + SRAG (NÃO COVID-19),27.0,8.0,29.63,7.6,22.3
2020-10-29,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,8.0,32.0,7.4,23.6
2020-10-30,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,8.0,32.0,7.6,24.7
2020-10-31,UTI,COVID-19 + SRAG (NÃO COVID-19),37.0,8.0,21.62,7.6,26.4
2020-11-01,UTI,COVID-19 + SRAG (NÃO COVID-19),34.0,7.0,20.59,7.6,28.1
2020-11-02,UTI,COVID-19 + SRAG (NÃO COVID-19),39.0,10.0,25.64,8.0,30.3
2020-11-03,UTI,COVID-19 + SRAG (NÃO COVID-19),37.0,10.0,27.03,8.4,32.0
2020-11-04,UTI,COVID-19 + SRAG (NÃO COVID-19),28.0,10.0,35.71,8.7,32.1
2020-11-05,UTI,COVID-19 + SRAG (NÃO COVID-19),37.0,10.0,27.03,9.0,33.9
2020-11-06,UTI,COVID-19 + SRAG (NÃO COVID-19),38.0,10.0,26.32,9.3,35.7
2020-11-07,UTI,COVID-19 + SRAG (NÃO COVID-19),26.0,7.0,26.92,9.1,34.1
2020-11-08,UTI,COVID-19 + SRAG (NÃO COVID-19),38.0,4.0,10.53,8.7,34.7
2020-11-09,UTI,COVID-19 + SRAG (NÃO COVID-19),40.0,7.0,17.5,8.3,34.9
2020-11-10,UTI,COVID-19 + SRAG (NÃO COVID-19),39.0,6.0,15.38,7.7,35.1
2020-11-11,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,6.0,16.67,7.1,36.3
2020-11-12,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,7.0,19.44,6.7,36.1
2020-11-13,UTI,COVID-19 + SRAG (NÃO COVID-19),37.0,6.0,16.22,6.1,36.0
2020-11-14,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,6.0,24.0,6.0,35.9
2020-11-15,UTI,COVID-19 + SRAG (NÃO COVID-19),28.0,8.0,28.57,6.6,34.4
2020-11-16,UTI,COVID-19 + SRAG (NÃO COVID-19),37.0,8.0,21.62,6.7,34.0
2020-11-17,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,6.0,16.67,6.7,33.6
2020-11-18,UTI,COVID-19 + SRAG (NÃO COVID-19),38.0,6.0,15.79,6.7,33.9
2020-11-19,UTI,COVID-19 + SRAG (NÃO COVID-19),38.0,9.0,23.68,7.0,34.1
2020-11-20,UTI,COVID-19 + SRAG (NÃO COVID-19),31.0,12.0,38.71,7.9,33.3
2020-11-21,UTI,COVID-19 + SRAG (NÃO COVID-19),32.0,10.0,31.25,8.4,34.3
2020-11-22,UTI,COVID-19 + SRAG (NÃO COVID-19),25.0,8.0,32.0,8.4,33.9
2020-11-23,UTI,COVID-19 + SRAG (NÃO COVID-19),31.0,10.0,32.26,8.7,33.0
2020-11-24,UTI,COVID-19 + SRAG (NÃO COVID-19),40.0,8.0,20.0,9.0,33.6
2020-11-25,UTI,COVID-19 + SRAG (NÃO COVID-19),40.0,11.0,27.5,9.7,33.9
2020-11-26,UTI,COVID-19 + SRAG (NÃO COVID-19),37.0,11.0,29.73,10.0,33.7
2020-11-27,UTI,COVID-19 + SRAG (NÃO COVID-19),40.0,12.0,30.0,10.0,35.0
2020-11-28,UTI,COVID-19 + SRAG (NÃO COVID-19),36.0,11.0,30.56,10.1,35.6
2020-11-29,UTI,COVID-19 + SRAG (NÃO COVID-19),34.0,8.0,23.53,10.1,36.9
2020-11-30,UTI,COVID-19 + SRAG (NÃO COVID-19),40.0,11.0,27.5,10.3,38.1
2020-12-01,UTI,COVID-19 + SRAG (NÃO COVID-19),27.0,11.0,40.74,10.7,36.3
2020-12-02,UTI,COVID-19 + SRAG (NÃO COVID-19),42.0,10.0,23.81,10.6,36.6
2020-12-03,UTI,COVID-19 + SRAG (NÃO COVID-19),39.0,11.0,28.21,10.6,36.9
2020-12-04,UTI,COVID-19 + SRAG (NÃO COVID-19),39.0,5.0,12.82,9.6,36.7
2020-12-05,UTI,COVID-19 + SRAG (NÃO COVID-19),39.0,10.0,25.64,9.4,37.1
2020-12-06,UTI,COVID-19 + SRAG (NÃO COVID-19),33.0,7.0,21.21,9.3,37.0
2020-12-07,UTI,COVID-19 + SRAG (NÃO COVID-19),42.0,11.0,26.19,9.3,37.3
2020-12-08,UTI,COVID-19 + SRAG (NÃO COVID-19),42.0,8.0,19.05,8.9,39.4
2020-12-09,UTI,COVID-19 + SRAG (NÃO COVID-19),30.0,7.0,23.33,8.4,37.7
2020-12-10,UTI,COVID-19 + SRAG (NÃO COVID-19),27.0,7.0,25.93,7.9,36.0
2020-12-11,UTI,COVID-19 + SRAG (NÃO COVID-19),30.0,7.0,23.33,8.1,34.7
2020-12-12,UTI,COVID-19 + SRAG (NÃO COVID-19),22.0,6.0,27.27,7.6,32.3
2020-12-13,UTI,COVID-19 + SRAG (NÃO COVID-19),12.0,6.0,50.0,7.4,29.3
2020-12-14,UTI,COVID-19 + SRAG (NÃO COVID-19),30.0,5.0,16.67,6.6,27.6
2020-12-15,UTI,COVID-19 + SRAG (NÃO COVID-19),21.0,6.0,28.57,6.3,24.6
2020-12-16,UTI,COVID-19 + SRAG (NÃO COVID-19),26.0,8.0,30.77,6.4,24.0
2020-12-17,UTI,COVID-19 + SRAG (NÃO COVID-19),21.0,8.0,38.1,6.6,23.1
2020-12-18,UTI,COVID-19 + SRAG (NÃO COVID-19),26.0,8.0,30.77,6.7,22.6
2020-12-19,UTI,COVID-19 + SRAG (NÃO COVID-19),27.0,7.0,25.93,6.9,23.3
2020-12-20,UTI,COVID-19 + SRAG (NÃO COVID-19),22.0,7.0,31.82,7.0,24.7
2020-12-21,UTI,COVID-19 + SRAG (NÃO COVID-19),30.0,8.0,26.67,7.4,24.7
2020-12-22,UTI,COVID-19 + SRAG (NÃO COVID-19),18.0,8.0,44.44,7.7,24.3
2020-12-23,UTI,COVID-19 + SRAG (NÃO COVID-19),17.0,7.0,41.18,7.6,23.0
2020-12-24,UTI,COVID-19 + SRAG (NÃO COVID-19),22.0,7.0,31.82,7.4,23.1
2020-12-25,UTI,COVID-19 + SRAG (NÃO COVID-19),18.0,6.0,33.33,7.1,22.0
2020-12-26,UTI,COVID-19 + SRAG (NÃO COVID-19),27.0,6.0,22.22,7.0,22.0
2020-12-27,UTI,COVID-19 + SRAG (NÃO COVID-19),13.0,6.0,46.15,6.9,20.7
2020-12-28,UTI,COVID-19 + SRAG (NÃO COVID-19),27.0,6.0,22.22,6.6,20.3
2020-12-29,UTI,COVID-19 + SRAG (NÃO COVID-19),30.0,6.0,20.0,6.3,22.0
2020-12-30,UTI,COVID-19 + SRAG (NÃO COVID-19),18.0,7.0,38.89,6.3,22.1
2020-12-31,UTI,COVID-19 + SRAG (NÃO COVID-19),30.0,8.0,26.67,6.4,23.3
2021-01-01,UTI,COVID-19 + SRAG (NÃO COVID-19),18.0,8.0,44.44,6.7,23.3
2021-01-02,UTI,COVID-19 + SRAG (NÃO COVID-19),12.0,7.0,58.33,6.9,21.1
2021-01-03,UTI,COVID-19 + SRAG (NÃO COVID-19),22.0,7.0,31.82,7.0,22.4
